# energy dos
-2.813269999999999982e+01 9.376697368095621599e+00
-2.812030000000000030e+01 1.493541307114070982e+01
-2.810789999999999722e+01 2.313432252373787179e+01
-2.809559999999999746e+01 3.487882474243655651e+01
-2.808319999999999794e+01 5.122305426253616645e+01
-2.807089999999999819e+01 7.332191988480423106e+01
-2.805849999999999866e+01 1.023445170753487332e+02
-2.804609999999999914e+01 1.393448855039247860e+02
-2.803379999999999939e+01 1.850938639133662491e+02
-2.802139999999999986e+01 2.398871224037905563e+02
-2.800910000000000011e+01 3.033573966971733853e+02
-2.799670000000000059e+01 3.743297496788493959e+02
-2.798429999999999751e+01 4.507625761693005302e+02
-2.797199999999999775e+01 5.298099896400868829e+02
-2.795959999999999823e+01 6.080218520710870962e+02
-2.794719999999999871e+01 6.816688114172387714e+02
-2.793489999999999895e+01 7.471481232328840179e+02
-2.792249999999999943e+01 8.014008519833574837e+02
-2.791019999999999968e+01 8.422606801733692237e+02
-2.789780000000000015e+01 8.686636962619246560e+02
-2.788539999999999708e+01 8.806762996366109064e+02
-2.787309999999999732e+01 8.793382799385162798e+02
-2.786069999999999780e+01 8.663599599876506545e+02
-2.784839999999999804e+01 8.437449848740386642e+02
-2.783599999999999852e+01 8.134251656140720570e+02
-2.782359999999999900e+01 7.769867879928256116e+02
-2.781129999999999924e+01 7.355409495203824690e+02
-2.779889999999999972e+01 6.897512346229153763e+02
-2.778650000000000020e+01 6.399912570687362177e+02
-2.777420000000000044e+01 5.865734472615521327e+02
-2.776179999999999737e+01 5.299770384298103636e+02
-2.774949999999999761e+01 4.710101278950910455e+02
-2.773709999999999809e+01 4.108644817381933194e+02
-2.772469999999999857e+01 3.510542589819888235e+02
-2.771239999999999881e+01 2.932611083646862085e+02
-2.769999999999999929e+01 2.391296467225703850e+02
-2.768769999999999953e+01 1.900645710724523383e+02
-2.767530000000000001e+01 1.470737645952253843e+02
-2.766290000000000049e+01 1.106848833175427984e+02
-2.765059999999999718e+01 8.094225259571410902e+01
-2.763819999999999766e+01 5.747249001232621168e+01
-2.762579999999999814e+01 3.959526698959938074e+01
-2.761349999999999838e+01 2.645156609825583871e+01
-2.760109999999999886e+01 1.712479141137701433e+01
-2.758879999999999910e+01 1.073765401136518527e+01
-2.757639999999999958e+01 6.516873431213887180e+00
-2.756400000000000006e+01 3.825837343391285561e+00
-2.755170000000000030e+01 2.170896859037291904e+00
-2.753929999999999723e+01 1.189534446870147422e+00
-2.752699999999999747e+01 6.286956654089077556e-01
-2.751459999999999795e+01 3.200335235759232400e-01
-2.750219999999999843e+01 1.566157006379007288e-01
-2.748989999999999867e+01 7.350903059815951102e-02
