# energy s p d
-2.637950000000000017e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.636680000000000135e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.635399999999999920e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.634130000000000038e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.632850000000000179e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.631579999999999941e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.630300000000000082e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.629029999999999845e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.627749999999999986e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.626480000000000103e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.625199999999999889e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.623920000000000030e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.622650000000000148e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.621369999999999933e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.620100000000000051e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.618819999999999837e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.617549999999999955e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
